index,original,resolved,passed
2108,Mala and her colleague presented a report. She answered all the questions.,Mala and her colleague presented a report. Mala answered all the questions.,True
2109,Mala and her colleague presented a report. She answered all the questions.,Mala and her colleague presented a report. Mala answered all the questions.,True
2110,Mala and her colleague presented a report. She answered all the questions.,Mala and her colleague presented a report. Mala answered all the questions.,True
2111,Mala and her colleague presented a report. She answered all the questions.,Mala and her colleague presented a report. Mala answered all the questions.,True
2112,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2113,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2114,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2115,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2116,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2117,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2118,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2119,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2120,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2121,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2122,Anu and her friend sat for the interview. She was more nervous than him.,Anu and her friend sat for the interview. Anu was more nervous than him.,True
2123,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2124,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2125,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2126,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2127,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2128,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2129,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2130,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2131,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2132,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2133,Geeta and Ramesh got married. She wore a red saree.,Geeta and Ramesh got married. Geeta wore a red saree.,True
2134,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2135,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2136,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2137,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2138,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2139,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2140,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2141,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2142,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2143,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2144,Dinesh and his uncle went fishing. He caught more fish than him.,Dinesh and his uncle went fishing. Dinesh caught more fish than Dinesh.,True
2145,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2146,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2147,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2148,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2149,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2150,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2151,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2152,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2153,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2154,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2155,Preethi and her classmate won the debate. She was the main speaker.,Preethi and her classmate won the debate. Preethi was the main speaker.,True
2156,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2157,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2158,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2159,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2160,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2161,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2162,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2163,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2164,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2165,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2166,Tarun and Asha argued about the bill. He paid it finally.,Tarun and Asha argued about the bill. Tarun paid Asha finally.,True
2167,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2168,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2169,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2170,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2171,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2172,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2173,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2174,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2175,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2176,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2177,Sunil and Deepa went to the park. She sat on the bench while he jogged.,Sunil and Deepa went to the park. Deepa sat on the bench while Sunil jogged.,True
2178,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2179,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2180,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2181,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2182,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2183,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2184,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2185,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2186,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2187,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2188,Riya and her cousin cooked together. She taught her the recipe.,Riya and her cousin cooked together. Riya taught Riya the recipe.,True
2189,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2190,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2191,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2192,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2193,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2194,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2195,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2196,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2197,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2198,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2199,Arun and Meera studied late. He fell asleep before her.,Arun and Meera studied late. Arun fell asleep before Meera.,True
2200,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2201,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2202,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2203,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2204,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2205,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2206,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2207,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2208,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2209,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2210,Raj and Sunita went to the mall. He bought a gift for her.,Raj and Sunita went to the mall. Raj bought a gift for Sunita.,True
2211,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2212,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2213,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2214,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2215,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2216,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2217,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2218,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2219,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2220,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2221,The teacher and the student met after school. She explained the mistake to him.,The teacher and the student met after school. The teacher explained the mistake to him.,True
2222,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2223,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2224,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2225,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2226,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2227,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2228,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2229,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2230,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2231,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2232,The manager and his assistant reviewed the file. He pointed out the error.,The manager and his assistant reviewed the file. The manager pointed out the error.,True
2233,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2234,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2235,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2236,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2237,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2238,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2239,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2240,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2241,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2242,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2243,Pooja and her friend attended the concert. She enjoyed it more than him.,Pooja and her friend attended the concert. Pooja enjoyed it more than him.,True
2244,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2245,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2246,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2247,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2248,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2249,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2250,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2251,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2252,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2253,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2254,Vikram and his brother played chess. He won every game.,Vikram and his brother played chess. Vikram won every game.,True
2255,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2256,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2257,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2258,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2259,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2260,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2261,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2262,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2263,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2264,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2265,The doctor and the nurse discussed the case. She suggested a new medicine.,The doctor and the nurse discussed the case. She suggested a new medicine.,False
2266,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2267,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2268,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2269,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2270,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2271,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2272,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2273,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2274,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2275,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2276,Sita and her colleague shared the office. She decorated it.,Sita and her colleague shared the office. Sita decorated it.,True
2277,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2278,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2279,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2280,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2281,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2282,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2283,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2284,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2285,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2286,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2287,The coach and the player trained hard. He pushed her to her limits.,The coach and the player trained hard. The coach pushed her to her limits.,True
2288,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2289,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2290,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2291,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2292,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2293,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2294,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2295,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2296,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2297,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2298,Mukesh and his father went to vote. He cast his ballot first.,Mukesh and his father went to vote. Mukesh cast Mukesh's ballot first.,True
2299,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2300,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2301,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2302,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2303,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2304,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2305,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2306,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2307,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2308,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2309,Kavitha and her friend got lost. She finally found the right road.,Kavitha and her friend got lost. Kavitha finally found the right road.,True
2310,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2311,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2312,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2313,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2314,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2315,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2316,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2317,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2318,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2319,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2320,The lawyer argued the case. She won it for her client.,The lawyer argued the case. The lawyer won it for the lawyer client.,True
2321,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2322,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2323,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2324,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2325,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2326,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2327,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2328,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2329,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2330,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2331,The accountant checked the files. He found an error in them.,The accountant checked the files. The accountant found an error in them.,True
2332,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2333,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2334,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2335,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2336,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2337,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2338,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2339,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2340,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2341,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2342,The architect designed the building. She showed the model to the client.,The architect designed the building. The architect showed the model to the client.,True
2343,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2344,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2345,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2346,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2347,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2348,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2349,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2350,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2351,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2352,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2353,The scientist ran the experiment. It gave surprising results.,The scientist ran the experiment. The scientist gave surprising results.,True
2354,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2355,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2356,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2357,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2358,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2359,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2360,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2361,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2362,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2363,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2364,The journalist wrote the article. She submitted it before the deadline.,The journalist wrote the article. The journalist submitted it before the deadline.,True
2365,The tailor stitched the shirt. He delivered it the next day.,The tailor stitched the shirt. The tailor delivered it the next day.,True
2366,The tailor stitched the shirt. He delivered it the next day.,The tailor stitched the shirt. The tailor delivered it the next day.,True
2367,The tailor stitched the shirt. He delivered it the next day.,The tailor stitched the shirt. The tailor delivered it the next day.,True
2368,The tailor stitched the shirt. He delivered it the next day.,The tailor stitched the shirt. The tailor delivered it the next day.,True
2369,The tailor stitched the shirt. He delivered it the next day.,The tailor stitched the shirt. The tailor delivered it the next day.,True
2370,The tailor stitched the shirt. He delivered it the next day.,The tailor stitched the shirt. The tailor delivered it the next day.,True
