input,expected_resolved,should_resolve,target_language
The banker approved the loan. She called the customer about it.,The banker approved the loan. The called the customer about the banker approved the.,True,assamese
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,hindi
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,bengali
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,tamil
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,telugu
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,marathi
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,gujarati
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,kannada
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,malayalam
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,punjabi
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,odia
The mechanic inspected the car. He found a problem in the engine.,The mechanic inspected the car. The found a problem in the engine.,True,assamese
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,hindi
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,bengali
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,tamil
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,telugu
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,marathi
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,gujarati
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,kannada
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,malayalam
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,punjabi
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,odia
The teacher corrected the essay. She wrote comments on it.,The teacher corrected the essay. The wrote comments on the teacher corrected the.,True,assamese
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,hindi
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,bengali
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,tamil
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,telugu
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,marathi
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,gujarati
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,kannada
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,malayalam
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,punjabi
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,odia
The painter finished the wall. He cleaned his brushes after it.,The painter finished the wall. The cleaned the's brushes after the painter finished the.,True,assamese
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,hindi
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,bengali
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,tamil
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,telugu
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,marathi
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,gujarati
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,kannada
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,malayalam
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,punjabi
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,odia
The gardener trimmed the hedge. He swept the leaves after it.,The gardener trimmed the hedge. The swept the leaves after the gardener trimmed the.,True,assamese
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,hindi
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,bengali
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,tamil
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,telugu
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,marathi
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,gujarati
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,kannada
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,malayalam
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,punjabi
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,odia
The driver reached the destination. He waited for the passengers there.,The driver reached the destination. The waited for the passengers there.,True,assamese
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,hindi
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,bengali
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,tamil
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,telugu
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,marathi
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,gujarati
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,kannada
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,malayalam
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,punjabi
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,odia
The shopkeeper counted the cash. She kept it in the drawer.,The shopkeeper counted the cash. The kept the shopkeeper counted the in the drawer.,True,assamese
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,hindi
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,bengali
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,tamil
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,telugu
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,marathi
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,gujarati
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,kannada
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,malayalam
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,punjabi
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,odia
The electrician checked the wiring. He fixed it before noon.,The electrician checked the wiring. The fixed the electrician checked the before noon.,True,assamese
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,hindi
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,bengali
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,tamil
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,telugu
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,marathi
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,gujarati
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,kannada
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,malayalam
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,punjabi
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,odia
The chef tasted the soup. He added more salt to it.,The chef tasted the soup. The added more salt to the chef tasted the.,True,assamese
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,hindi
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,bengali
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,tamil
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,telugu
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,marathi
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,gujarati
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,kannada
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,malayalam
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,punjabi
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,odia
The pilot landed the plane safely. All passengers applauded her.,The pilot landed the plane safely. All passengers applauded the.,True,assamese
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,hindi
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,bengali
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,tamil
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,telugu
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,marathi
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,gujarati
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,kannada
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,malayalam
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,punjabi
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,odia
The judge heard the case. She gave her verdict after two hours.,The judge heard the case. The gave the verdict after two hours.,True,assamese
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,hindi
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,bengali
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,tamil
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,telugu
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,marathi
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,gujarati
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,kannada
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,malayalam
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,punjabi
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,odia
The plumber fixed the leaking pipe. He charged a small fee.,The plumber fixed the leaking pipe. The charged a small fee.,True,assamese
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,hindi
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,bengali
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,tamil
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,telugu
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,marathi
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,gujarati
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,kannada
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,malayalam
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,punjabi
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,odia
The postman delivered a parcel. He left it at the door.,The postman delivered a parcel. The left the postman delivered a at the door.,True,assamese
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,hindi
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,bengali
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,tamil
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,telugu
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,marathi
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,gujarati
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,kannada
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,malayalam
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,punjabi
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,odia
The farmer watered the plants. They grew very tall.,The farmer watered the plants. The grew very tall.,True,assamese
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,hindi
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,bengali
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,tamil
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,telugu
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,marathi
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,gujarati
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,kannada
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,malayalam
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,punjabi
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,odia
The librarian arranged the books. She asked students not to disturb them.,The librarian arranged the books. The asked students not to disturb the.,True,assamese
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,hindi
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,bengali
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,tamil
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,telugu
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,marathi
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,gujarati
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,kannada
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,malayalam
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,punjabi
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,odia
The coach trained the players. He pushed them very hard.,The coach trained the players. The pushed the very hard.,True,assamese
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,hindi
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,bengali
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,tamil
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,telugu
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,marathi
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,gujarati
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,kannada
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,malayalam
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,punjabi
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,odia
The volleyball coach called the team. He gave them final instructions.,The volleyball coach called the team. The gave the final instructions.,True,assamese
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,hindi
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,bengali
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,tamil
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,telugu
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,marathi
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,gujarati
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,kannada
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,malayalam
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,punjabi
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,odia
The manager scolded the employee. He felt embarrassed.,The manager scolded the employee. The felt embarrassed.,True,assamese
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,hindi
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,bengali
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,tamil
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,telugu
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,marathi
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,gujarati
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,kannada
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,malayalam
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,punjabi
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,odia
The engineer fixed the machine. It started working again.,The engineer fixed the machine. The engineer fixed the started working again.,True,assamese
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,hindi
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,bengali
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,tamil
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,telugu
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,marathi
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,gujarati
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,kannada
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,malayalam
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,punjabi
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,odia
The soldier saluted the officer. She returned the salute proudly.,The soldier saluted the officer. The returned the salute proudly.,True,assamese
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,hindi
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,bengali
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,tamil
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,telugu
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,marathi
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,gujarati
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,kannada
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,malayalam
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,punjabi
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,odia
The receptionist received the call. She transferred it to the manager.,The receptionist received the call. The transferred the receptionist received the to the manager.,True,assamese
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,hindi
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,bengali
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,tamil
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,telugu
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,marathi
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,gujarati
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,kannada
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,malayalam
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,punjabi
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,odia
The secretary printed the report. She placed it on the desk.,The secretary printed the report. The placed the secretary printed the on the desk.,True,assamese
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,hindi
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,bengali
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,tamil
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,telugu
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,marathi
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,gujarati
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,kannada
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,malayalam
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,punjabi
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,odia
The intern made a mistake. The supervisor corrected it.,The intern made a mistake. The supervisor corrected the intern made a.,True,assamese
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,hindi
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,bengali
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,tamil
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,telugu
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,marathi
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,gujarati
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,kannada
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,malayalam
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,punjabi
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,odia
The apprentice spilled the paint. His master cleaned it up.,The apprentice spilled the paint. The's master cleaned the apprentice spilled the up.,True,assamese
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,hindi
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,bengali
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,tamil
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,telugu
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,marathi
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,gujarati
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,kannada
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,malayalam
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,punjabi
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,odia
The pharmacist read the prescription. She gave the correct medicine.,The pharmacist read the prescription. The gave the correct medicine.,True,assamese
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,hindi
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,bengali
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,tamil
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,telugu
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,marathi
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,gujarati
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,kannada
The photographer took the picture. She showed it to the family.,The photographer took the picture. The showed the photographer took the to the family.,True,malayalam
